event_name,event_date,r_fighter,b_fighter,winner,weight_class,method,r_fights_prior,b_fights_prior,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff,SLpM_total_diff,SApM_total_diff,wins_total_diff,losses_total_diff,reach_diff,height_diff,age_diff,weight_diff
UFC Fight Night: Maia vs Shields,2013-10-09,Yan Cabral,David Mitchell,Red,Welterweight,Decision - Unanimous,0,4,-0.3313782991202346,-0.42857142857142855,-0.568904593639576,-0.2777777777777778,-6.6976744186046515,-2.511627906976744,-6.306976744186046,-6.8093023255813945,-1,-3,-5.0800000000000125,-2.539999999999992,-4.0,-6.799999999999997
UFC Fight Night: Maia vs Shields,2013-10-09,Iliarde Santos,Chris Cariaso,Blue,Flyweight,KO/TKO,2,7,-0.19995544995544995,-0.2698412698412698,-0.03441278250096125,0.2450980392156863,-0.9620523784072689,-1.8526441034295187,-4.623184300935862,8.129022624466565,-4,-1,7.6200000000000045,5.079999999999984,1.0,0.0
UFC Fight Night: Maia vs Shields,2013-10-09,Ildemar Alcantara,Igor Araujo,Blue,Welterweight,Decision - Unanimous,2,0,0.35625,0.8333333333333334,0.44285714285714284,1.0,5.88235294117647,9.803921568627452,7.450980392156862,10.196078431372548,2,0,2.539999999999992,2.5400000000000205,-2.0,6.799999999999997
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,Gilbert Melendez,Diego Sanchez,Red,Lightweight,Decision - Unanimous,1,18,-0.14317142241239303,0.8125,0.0010642181880325952,0.38888888888888884,-2.694034637588197,-1.6183450930083385,0.2228351507376516,5.428094932649135,-13,-4,2.539999999999992,-2.5400000000000205,-1.0,-11.340000000000003
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,Daniel Cormier,Roy Nelson,Red,Heavyweight,Decision - Unanimous,1,10,0.2669197819314642,-0.16666666666666666,0.14017305315203954,0.32000000000000006,-0.47219307450157394,-1.4165792235047219,5.944805876180484,-8.956558237145853,-5,-4,-2.539999999999992,-2.539999999999992,-2.0,-12.700000000000005
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,Gabriel Gonzaga,Shawn Jordan,Red,Heavyweight,KO/TKO,16,4,-0.07644828332439474,0.2277777777777778,0.14493638891229255,-0.020000000000000018,3.680981595092025,4.430644919946133,-4.530151129732156,-0.9639383510399506,7,5,2.539999999999992,5.0800000000000125,5.0,-8.16000000000001
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,Cain Velasquez,Junior Dos Santos,Red,UFC Heavyweight Title,KO/TKO,11,11,0.08071286520062665,0.1349306431273644,0.024008707821489672,0.1074074074074074,0.9906439185470555,11.59239651245848,-0.9111701923419968,-4.13930014430211,0,0,0.0,-7.6200000000000045,1.0,0.9099999999999966
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,John Dodson,Darrell Montague,Red,Flyweight,KO/TKO,4,0,0.33714285714285713,0.2727272727272727,0.590566037735849,0.8076923076923077,0.0,2.7300303336703737,10.738119312436805,13.164812942366025,3,1,-2.5400000000000205,-7.619999999999976,3.0,4.529999999999994
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,Jeremy Larsen,Andre Fili,Blue,Featherweight,KO/TKO,2,0,0.4744525547445255,0.25,0.6474820143884892,1.0,0.0,13.636363636363637,29.545454545454543,22.27272727272727,0,2,-10.159999999999997,-2.539999999999992,6.0,0.0
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,Nate Marquardt,Hector Lombard,Blue,Welterweight,KO/TKO,15,3,0.07282920082979355,0.4085365853658537,0.12647627416520202,-0.040740740740740744,3.6088834053053667,5.294884228848442,0.3976084067759791,-3.339467170646874,9,3,7.6200000000000045,7.6200000000000045,-2.0,0.0
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,George Sotiropoulos,KJ Noons,Blue,Lightweight,Decision - Unanimous,10,1,-0.07281693668008704,0.32653061224489793,0.1915204678362573,0.23809523809523814,6.006674082313682,8.008898776418244,-0.6914349276974416,-8.258509454949944,7,2,2.539999999999992,0.0,5.0,0.0
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,TJ Waldburger,Adlan Amagov,Blue,Welterweight,KO/TKO,6,1,0.1939393939393939,0.03157894736842104,-0.5577352472089314,-0.3846153846153846,15.48757170172084,-7.674952198852774,-3.1258126195028675,3.072657743785851,3,2,-2.539999999999992,-7.6200000000000045,-2.0,0.0
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,Tony Ferguson,Mike Rio,Red,Lightweight,Submission,4,2,-0.14947552447552448,0.14285714285714285,0.22979634855336073,0.5,-1.2564631015656076,-7.869617095129623,3.576189270950092,2.2225837943377806,2,0,15.23999999999998,2.539999999999992,-2.0,0.0
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,Dustin Pague,Kyoji Horiguchi,Blue,Bantamweight,KO/TKO,5,0,0.5304878048780488,0.3333333333333333,0.41393442622950816,0.625,6.9230769230769225,2.3076923076923075,4.461538461538462,7.333333333333333,1,4,20.32000000000002,10.159999999999997,3.0,4.529999999999994
UFC 166: Velasquez vs Dos Santos 3,2013-10-19,Tim Boetsch,CB Dollaway,Red,Middleweight,Decision - Split,12,11,0.06590469402301197,-0.19526107942079857,0.01047997506623033,-0.3391812865497076,-0.8757187085360463,-3.0650154798761617,3.439186200796109,3.5440070765148164,0,1,-5.079999999999984,-5.0800000000000125,3.0,0.0
UFC Fight Night: Machida vs Munoz,2013-10-26,Alessio Sakara,Nicholas Musoke,Blue,Middleweight,Submission,13,0,0.4489402697495183,0.43478260869565216,0.5967413441955194,0.6923076923076923,0.0,4.021447721179626,6.246648793565686,5.308310991957106,6,7,-7.6200000000000045,0.0,5.0,6.799999999999997
UFC Fight Night: Machida vs Munoz,2013-10-26,Lyoto Machida,Mark Munoz,Red,Middleweight,KO/TKO,15,11,0.050198619432143765,0.2361111111111111,0.07429577464788728,0.22996680891417742,0.08080967166149167,-3.777430289939852,-0.8151714689985861,-1.8310984115555962,3,1,7.6200000000000045,2.539999999999992,-1.0,0.0
UFC Fight Night: Machida vs Munoz,2013-10-26,Jimi Manuwa,Ryan Jimmo,Red,Light Heavyweight,KO/TKO,2,3,-0.10890769330146632,0.55,-0.12959770114942537,-0.022222222222222254,1.5,3.0172981878088967,-2.883525535420098,-2.329654036243822,0,-1,15.240000000000007,0.0,2.0,0.0
UFC Fight Night: Machida vs Munoz,2013-10-26,Norman Parke,Jon Tuck,Red,Lightweight,Decision - Unanimous,2,1,0.0477012734729117,0.36363636363636365,0.062077787104768856,0.8333333333333334,-6.0,12.0,3.8,1.9000000000000004,1,0,-7.619999999999976,0.0,-2.0,0.0
UFC Fight Night: Machida vs Munoz,2013-10-26,Phil Harris,John Lineker,Blue,Flyweight,KO/TKO,2,4,-0.1947095557912101,0.35,0.2124088782504625,0.2727272727272727,0.0,2.726167367051346,-14.162951428144794,-7.814693146184858,-2,0,-5.0800000000000125,2.539999999999992,7.0,-4.529999999999994
UFC Fight Night: Machida vs Munoz,2013-10-26,Brad Scott,Michael Kuiper,Red,Middleweight,Submission,1,3,-0.21599698170156573,-0.4666666666666666,0.03355335533553361,0.23076923076923084,0.0,-4.185628742514971,-0.976047904191617,4.1449101796407195,-1,-1,7.6200000000000045,2.539999999999992,0.0,-6.799999999999997
UFC Fight Night: Machida vs Munoz,2013-10-26,Luke Barnatt,Andrew Craig,Red,Middleweight,Submission,1,4,-0.021827831635783557,0.07142857142857145,0.13488274386983412,0.05913978494623662,3.0,0.7348993288590604,15.402013422818793,11.751677852348994,-2,-1,2.5400000000000205,12.700000000000015,-3.0,6.799999999999997
UFC Fight Night: Machida vs Munoz,2013-10-26,Rosi Sexton,Jessica Andrade,Blue,Women's Bantamweight,Decision - Unanimous,1,1,-0.10928961748633881,-0.5,-0.0003300874731803072,1.0,-3.797468354430379,-0.7974683544303791,4.2683544303797465,-3.858227848101265,0,0,,5.0800000000000125,14.0,9.07
UFC Fight Night: Machida vs Munoz,2013-10-26,Andy Ogle,Cole Miller,Blue,Featherweight,Decision - Unanimous,2,14,0.14707387997867882,0.013377926421404701,-0.045030560636338146,0.14814814814814814,-5.922908179254153,3.089783766844249,-1.0416483860858676,-4.314258853024131,-7,-5,-10.159999999999997,-12.699999999999989,-4.0,0.0
UFC Fight Night: Machida vs Munoz,2013-10-26,Jimy Hettes,Robert Whiteford,Red,Featherweight,Submission,3,0,0.5723905723905723,0.47368421052631576,0.5988538681948424,1.0,4.545454545454546,20.454545454545453,12.878787878787879,10.606060606060607,2,1,5.0800000000000125,0.0,-4.0,0.0
UFC Fight Night: Machida vs Munoz,2013-10-26,Al Iaquinta,Piotr Hallmann,Red,Lightweight,Decision - Unanimous,2,1,-0.026800071466857256,-0.19999999999999996,0.1939808481532148,0.13888888888888884,-3.913043478260869,-0.1173075132669199,0.34968811097663277,1.1987710641467277,0,1,-2.539999999999992,2.5400000000000205,0.0,0.0
UFC Fight Night: Fight for the Troops 3,2013-11-06,Tim Kennedy,Rafael Natal,Red,Middleweight,KO/TKO,1,7,0.10398438551622025,0.13414634146341464,-0.11521490439614313,-0.3421052631578947,-3.272727272727273,-1.012987012987013,1.0753246753246763,-1.527272727272727,-4,-2,-7.6200000000000045,-2.539999999999992,3.0,0.0
UFC Fight Night: Fight for the Troops 3,2013-11-06,Liz Carmouche,Alexis Davis,Blue,Women's Bantamweight,Decision - Unanimous,2,1,0.004001847006310677,0.75,-0.028829847371396267,-0.5,-5.577946768060837,5.133079847908745,-2.6403041825095057,-4.86083650190114,0,1,-5.0800000000000125,0.0,1.0,-4.529999999999994
UFC Fight Night: Fight for the Troops 3,2013-11-06,Ronny Markes,Yoel Romero,Blue,Middleweight,KO/TKO,3,1,-0.32278481012658233,0.4166666666666667,-0.43917274939172757,0.0,2.0,10.0,-0.6927536231884046,3.5768115942028986,2,0,5.0800000000000125,2.539999999999992,-11.0,0.0
UFC Fight Night: Fight for the Troops 3,2013-11-06,Jorge Masvidal,Rustam Khabilov,Blue,Lightweight,Decision - Unanimous,2,2,-0.009150326797385588,-0.08333333333333337,-0.178396871945259,-0.33333333333333326,3.005008347245409,-9.800305968716735,4.067406188013704,5.874948375050169,0,0,2.5400000000000205,7.6200000000000045,2.0,6.799999999999997
UFC Fight Night: Fight for the Troops 3,2013-11-06,Colton Smith,Michael Chiesa,Blue,Lightweight,Submission,2,3,0.11833307417197952,0.010489510489510467,-0.025659403669724745,-0.5,0.8883484729275439,12.621414777197627,4.738430727415778,6.0310421286031035,-1,0,-10.159999999999997,-2.539999999999992,0.0,-6.799999999999997
UFC Fight Night: Fight for the Troops 3,2013-11-06,Dennis Bermudez,Steven Siler,Red,Featherweight,Decision - Unanimous,5,6,0.006082660433489151,0.2791666666666667,0.0657881526104418,0.41647597254004576,-1.3930954708717276,6.642734234135028,1.2010870137667329,-0.2998767629741206,-1,0,-10.160000000000023,-12.700000000000015,0.0,4.540000000000006
UFC Fight Night: Fight for the Troops 3,2013-11-06,George Roop,Francisco Rivera,Blue,Bantamweight,KO/TKO,9,3,-0.04076778113098145,-0.08333333333333331,-0.16121096368626753,-0.017156862745097978,-3.5006425326187327,-0.22108563207445986,-1.5103917448561397,-2.4949309537488533,2,4,5.079999999999984,12.699999999999989,0.0,0.0
UFC Fight Night: Fight for the Troops 3,2013-11-06,Amanda Nunes,Germaine de Randamie,Red,Women's Bantamweight,KO/TKO,1,1,0.015243902439024404,0.6666666666666666,-0.006578947368421018,0.2222222222222222,0.0,14.0625,-5.3125,-4.19375,0,0,-5.0800000000000125,-2.539999999999992,-4.0,0.0
UFC Fight Night: Fight for the Troops 3,2013-11-06,Chris Camozzi,Lorenz Larkin,Blue,Middleweight,Decision - Unanimous,9,1,0.0060378979523650345,0.0,-0.24,-0.21212121212121204,1.3561024610748367,0.0,5.80492214967353,7.484480160723253,6,2,7.6200000000000045,7.6200000000000045,0.0,6.799999999999997
UFC Fight Night: Fight for the Troops 3,2013-11-06,Neil Magny,Seth Baczynski,Blue,Welterweight,Decision - Unanimous,2,7,0.15448131902975215,0.5490196078431372,0.17963224893917962,0.33990147783251246,-2.8790786948176583,6.150599759395451,2.3519289243263657,-1.7615523275959402,-3,-2,12.699999999999989,0.0,-6.0,0.0
UFC Fight Night: Fight for the Troops 3,2013-11-06,Derek Brunson,Brian Houston,Red,Middleweight,Submission,1,0,0.3153846153846154,0.3076923076923077,0.574468085106383,1.0,3.0,12.0,8.2,8.0,1,0,,-2.5400000000000205,-2.0,0.0
UFC Fight Night: Fight for the Troops 3,2013-11-06,Bobby Green,James Krause,Red,Lightweight,KO/TKO,1,1,0.08936170212765959,0.5,0.20536179073399263,0.6666666666666667,0.26033791335217904,0.26033791335217904,-7.843271316810206,-13.902833475774111,0,0,-5.079999999999984,-10.159999999999997,0.0,-6.799999999999997
UFC Fight Night: Belfort vs Henderson 2,2013-11-09,Rafael Cavalcante,Igor Pokrajac,Red,Light Heavyweight,KO/TKO,1,9,-0.04576333238416791,-0.3181818181818182,0.10666666666666658,0.4516129032258065,-0.9164969450101833,-3.2077393075356415,-0.054172124258966114,-1.4620795130187236,-4,-4,0.0,2.539999999999992,-2.0,0.0
UFC Fight Night: Belfort vs Henderson 2,2013-11-09,Paulo Thiago,Brandon Thatch,Blue,Welterweight,KO/TKO,10,1,-0.2417979610750695,-0.625,-0.15000000000000002,-0.36585365853658536,4.38133874239351,-6.462034751582394,-8.12688482123219,3.32500794252059,4,5,0.0,-7.6200000000000045,5.0,0.0
UFC Fight Night: Belfort vs Henderson 2,2013-11-09,Vitor Belfort,Dan Henderson,Red,Light Heavyweight,KO/TKO,18,10,-0.005570530098832016,-0.17888563049853373,-0.0120168953616403,0.0035087719298245723,0.6622762019416102,-2.9817996358741095,-4.929902800922767,-4.529571885211387,6,2,0.0,2.539999999999992,-7.0,0.0
UFC Fight Night: Belfort vs Henderson 2,2013-11-09,Cezar Ferreira,Daniel Sarafian,Red,Middleweight,Decision - Split,2,2,-0.04197550757331614,-0.14285714285714285,-0.11107448912326956,0.2857142857142857,0.5482053969085672,-2.0454545454545454,1.5082525543620653,-2.4293948126801155,1,-1,12.700000000000015,10.159999999999997,-2.0,0.0
UFC Fight Night: Belfort vs Henderson 2,2013-11-09,Santiago Ponzinibbio,Ryan LaFlare,Blue,Welterweight,Decision - Unanimous,0,1,-0.4111111111111111,-0.75,-0.6785714285714286,-0.5,-3.0,-18.0,-7.4,-1.8,-1,0,-2.5400000000000205,-2.539999999999992,-3.0,0.0
UFC Fight Night: Belfort vs Henderson 2,2013-11-09,Adriano Martins,Daron Cruickshank,Red,Lightweight,Submission,0,4,-0.3557483731019523,-0.36363636363636365,-0.630669546436285,-0.875,0.0,-3.3426183844011144,-9.13649025069638,-9.526462395543176,-3,-1,0.0,5.0800000000000125,3.0,0.0
UFC Fight Night: Belfort vs Henderson 2,2013-11-09,Godofredo Pepey,Sam Sicilia,Blue,Featherweight,KO/TKO,3,3,0.07832687338501293,-0.07936507936507936,-0.1378268569642671,-0.12698412698412698,-0.12619351699811476,-1.3607614182326826,-2.7456465770642016,-5.36439011534797,0,0,15.23999999999998,-2.539999999999992,-2.0,0.0
UFC Fight Night: Belfort vs Henderson 2,2013-11-09,Thiago Perpetuo,Omari Akhmedov,Blue,Middleweight,KO/TKO,1,0,0.723404255319149,0.25,0.5925925925925926,1.0,0.0,21.95121951219512,99.51219512195122,48.292682926829265,1,0,,-5.079999999999984,0.0,-6.799999999999997
UFC Fight Night: Belfort vs Henderson 2,2013-11-09,Thiago Tavares,Justin Salas,Red,Lightweight,Submission,12,3,-0.029214439860827668,0.14473684210526316,-0.10570302825621969,-0.3076923076923077,4.019352437662821,0.5889216346975932,-5.219894252272369,-2.3916957523209854,5,4,0.0,-2.539999999999992,-3.0,-4.540000000000006
UFC Fight Night: Belfort vs Henderson 2,2013-11-09,Jose Maria,Dustin Ortiz,Blue,Flyweight,KO/TKO,1,0,0.5277777777777778,0.2,0.6206896551724138,0.0,14.285714285714285,14.285714285714285,18.095238095238095,20.952380952380953,0,1,,0.0,7.0,0.0
UFC Fight Night: Belfort vs Henderson 2,2013-11-09,Rony Jason,Jeremy Stephens,Blue,Featherweight,KO/TKO,3,16,0.03235058162855997,-0.2028301886792453,-0.02436598010368507,0.08974358974358987,0.7571840903324039,-4.074592425780258,0.5487741055569657,0.16497240548084324,-5,-8,5.079999999999984,-5.079999999999984,3.0,0.0
UFC 167: St-Pierre vs Hendricks,2013-11-16,Georges St-Pierre,Johny Hendricks,Red,UFC Welterweight Title,Decision - Split,20,11,0.0281566592537682,0.2126865671641791,0.1565027165629651,0.1521164021164022,1.5159773108056278,-1.738024586689276,3.8144021208879177,-3.4800863965764366,8,1,17.78,5.0800000000000125,2.0,0.0
UFC 167: St-Pierre vs Hendricks,2013-11-16,Rashad Evans,Chael Sonnen,Red,Light Heavyweight,KO/TKO,16,13,-0.07531587096631998,-0.06778711484593841,0.014905080308856733,0.032327586206896575,-1.2371134020618557,-0.8946705401444888,-1.3294084376687163,4.0921921999125885,6,-3,5.0800000000000125,-2.539999999999992,-2.0,0.0
UFC 167: St-Pierre vs Hendricks,2013-11-16,Rory MacDonald,Robbie Lawler,Blue,Welterweight,Decision - Split,7,9,0.06829268292682927,-0.16428571428571426,0.05306878935487702,0.14141414141414144,1.9629225736095963,-1.9173908644279303,1.459038325332493,-2.3632643424883923,0,-2,5.079999999999984,2.539999999999992,-8.0,0.0
UFC 167: St-Pierre vs Hendricks,2013-11-16,Josh Koscheck,Tyron Woodley,Blue,Welterweight,KO/TKO,22,2,-0.27437466903404667,0.5064935064935064,0.022447965273233672,-0.24390243902439024,1.1587272392863712,6.455766047452639,-8.846232165847765,-9.389960324758928,14,6,-2.5400000000000205,2.5400000000000205,5.0,0.0
UFC 167: St-Pierre vs Hendricks,2013-11-16,Tim Elliott,Ali Bagautinov,Blue,Flyweight,Decision - Unanimous,3,1,-0.09121219337937603,-0.07999999999999996,0.22152690863579472,-0.33333333333333326,1.6730769230769234,0.01923076923077005,4.438461538461539,1.8115384615384613,1,1,2.539999999999992,7.6200000000000045,-1.0,0.0
UFC 167: St-Pierre vs Hendricks,2013-11-16,Donald Cerrone,Evan Dunham,Red,Lightweight,Submission,10,11,0.1404564350417254,0.08074534161490682,-0.12450245260605786,0.07999999999999996,-3.0274726465842683,-1.5388212559189598,-1.9694830955426248,2.4379024041275557,0,-1,7.619999999999976,7.619999999999976,-2.0,0.0
UFC 167: St-Pierre vs Hendricks,2013-11-16,Ed Herman,Thales Leites,Blue,Middleweight,Decision - Unanimous,13,9,0.15814581272667327,0.1923076923076923,-0.12903225806451613,0.11458333333333326,0.08733257757064372,3.2716127136079276,3.8344039971448973,-0.7000041986816123,2,2,-2.539999999999992,0.0,1.0,9.079999999999998
UFC 167: St-Pierre vs Hendricks,2013-11-16,Brian Ebersole,Rick Story,Blue,Welterweight,Decision - Unanimous,5,13,0.1414379612546126,-0.2881801125703565,-0.12915729672150544,-0.025345622119815725,-3.0673236232667893,-3.8248493819710934,-3.727613005306453,-0.7792666965517068,-4,-4,5.079999999999984,7.6200000000000045,4.0,0.0
UFC 167: St-Pierre vs Hendricks,2013-11-16,Erik Perez,Edwin Figueroa,Red,Bantamweight,Decision - Unanimous,4,5,0.06683168316831684,0.15714285714285714,0.10586043360433606,0.3555555555555556,-1.1133925363174375,4.846260458908681,-0.9261331553821677,-4.8262409527231664,1,-2,-2.539999999999992,2.539999999999992,-5.0,0.0
UFC 167: St-Pierre vs Hendricks,2013-11-16,Jason High,Anthony Lapsley,Red,Welterweight,Decision - Unanimous,3,0,0.3023255813953488,0.3333333333333333,0.4,0.5,9.533898305084746,1.906779661016949,1.6525423728813557,4.194915254237288,1,2,,-2.539999999999992,-2.0,-6.799999999999997
UFC 167: St-Pierre vs Hendricks,2013-11-16,Will Campuzano,Sergio Pettis,Blue,Bantamweight,Decision - Unanimous,2,0,0.37320574162679426,0.3333333333333333,0.6082949308755761,0.46153846153846156,0.0,1.5706806282722512,8.167539267015707,8.900523560209423,0,2,2.5400000000000205,7.6200000000000045,7.0,0.0
UFC 167: St-Pierre vs Hendricks,2013-11-16,Cody Donovan,Gian Villante,Blue,Light Heavyweight,KO/TKO,2,1,0.1304761904761904,0.25,0.11124794745484401,0.0,0.0,2.238805970149254,-46.580732700135684,-83.51424694708277,1,0,-5.079999999999984,0.0,5.0,-11.340000000000003
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,2013-11-30,Gray Maynard,Nate Diaz,Blue,Lightweight,KO/TKO,11,18,-0.1264738096772115,0.2830459770114942,0.1777431444580504,0.46920175989943436,-2.4766072107708332,5.349191184939129,-4.2944960141322035,-1.1145515453368127,-2,-5,-15.23999999999998,-7.6200000000000045,6.0,-6.799999999999997
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,2013-11-30,Rani Yahya,Tom Niinimaki,Blue,Featherweight,Decision - Split,5,0,0.3811659192825112,0.2972972972972973,0.5357142857142857,0.2222222222222222,3.225806451612903,7.096774193548387,3.6559139784946235,2.795698924731183,4,1,-5.079999999999984,-7.6200000000000045,-2.0,-4.539999999999999
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,2013-11-30,Sean Spencer,Drew Dober,Red,Welterweight,Decision - Unanimous,2,0,0.3041095890410959,0.0,0.5283687943262412,0.6153846153846154,0.0,0.0,15.381062355658198,18.429561200923786,1,1,10.159999999999997,5.0800000000000125,1.0,6.799999999999997
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,2013-11-30,Akira Corassani,Maximo Blanco,Red,Featherweight,DQ,2,2,0.20565172733421844,0.0,-0.26514568913953684,0.04807692307692313,-1.5,0.0,2.3000000000000007,6.9,1,-1,-7.6200000000000045,0.0,1.0,0.0
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,Mauricio Rua,James Te Huna,Red,Light Heavyweight,KO/TKO,11,7,-0.002779873714308434,0.017254313578394576,-0.15414543290995153,-0.3125,0.6689771110823741,-1.804888141730248,-0.3857752489331432,3.458755980861244,0,4,2.539999999999992,-2.5400000000000205,0.0,9.079999999999998
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,Ryan Bader,Anthony Perosh,Red,Light Heavyweight,Decision - Unanimous,12,8,-0.09116259116259118,0.17223028543783264,0.09146359474228327,-0.09941520467836251,-0.8983846998289855,3.02896786575758,1.6853487868446013,-1.6286303180565609,4,0,-2.539999999999992,-2.539999999999992,-11.0,0.0
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,Pat Barry,Soa Palelei,Blue,Heavyweight,KO/TKO,11,2,-0.11056502368997956,-1.0,0.13647356372766206,-0.007246376811594235,0.46875,-15.100671140939596,-4.223364093959731,-12.248951342281877,4,5,-17.78,-12.699999999999989,-2.0,-13.61
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,Dylan Andrews,Clint Hester,Blue,Middleweight,TKO - Doctor's Stoppage,2,1,0.11817168338907469,0.3333333333333333,-0.2607407407407407,-0.11111111111111116,0.0,6.1224489795918355,-8.83244284838399,-0.10160287290882053,1,0,-7.6200000000000045,-2.5400000000000205,7.0,-9.079999999999998
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,Julie Kedzie,Bethe Correia,Blue,Women's Bantamweight,Decision - Split,1,0,0.3684210526315789,0.2222222222222222,0.3902439024390244,1.0,0.0,6.0,5.6,10.0,0,1,,0.0,3.0,0.0
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,Takeya Mizugaki,Nam Phan,Red,Bantamweight,Decision - Unanimous,7,6,0.04416077998611018,0.4833333333333334,-0.06559005836357845,0.15952380952380962,-0.06521739130434778,5.1521739130434785,-6.708695652173914,-11.953623188405796,3,-2,-2.5400000000000205,2.5400000000000205,-1.0,0.0
UFC Fight Night: Hunt vs Bigfoot,2013-12-06,Nick Ring,Caio Magalhaes,Blue,Middleweight,Decision - Unanimous,5,2,0.08945527236381812,0.13602941176470587,0.03751646163235145,-0.19047619047619047,-8.957940054051852,-2.572216261730475,6.473456194912606,3.4041801909469935,2,1,2.5400000000000205,-2.539999999999992,9.0,0.0
UFC on FOX: Johnson vs. Benavidez 2,2013-12-14,Demetrious Johnson,Joseph Benavidez,Red,UFC Flyweight Title,KO/TKO,7,7,0.1724533627274763,0.35825207656193575,0.0854373784243303,0.03469387755102038,-0.2648745586888226,13.529950591889948,3.069030790459477,0.6858625803262477,0,0,2.539999999999992,-2.539999999999992,-2.0,0.0
UFC on FOX: Johnson vs. Benavidez 2,2013-12-14,Urijah Faber,Michael McDonald,Red,Bantamweight,Submission,7,6,0.02613218021387248,-0.20259740259740255,0.053320174820245314,0.02564102564102555,-0.8634736981623408,2.0372521655062723,3.6750584095451213,2.5409126702583027,0,1,-7.6200000000000045,-7.6200000000000045,11.0,0.0
UFC on FOX: Johnson vs. Benavidez 2,2013-12-14,Chad Mendes,Nik Lentz,Red,Featherweight,Decision - Unanimous,7,10,-0.04687964883383,0.0060606060606061,0.31504273504273506,0.5581395348837209,-3.4379505378729065,-3.2272374403903754,-0.23761385189798112,-3.6210235367382975,-2,-1,-5.0800000000000125,-5.0800000000000125,-1.0,0.0
UFC on FOX: Johnson vs. Benavidez 2,2013-12-14,Joe Lauzon,Mac Danzig,Red,Lightweight,Decision - Unanimous,15,12,-0.15357604819632875,0.01934235976789167,0.009228549686093102,0.08762254901960786,6.9259663152792905,2.7408215194474725,-3.7693498660419786,2.7565733672603887,4,-1,2.539999999999992,5.0800000000000125,-5.0,0.0
UFC on FOX: Johnson vs. Benavidez 2,2013-12-14,Court McGee,Ryan LaFlare,Blue,Welterweight,Decision - Unanimous,7,2,-0.06117552172598045,-0.3320413436692507,-0.05756856098306051,0.20833333333333326,-0.0016648168701443034,-10.506659267480577,7.579134295227526,8.053940066592675,3,2,2.539999999999992,-5.079999999999984,-1.0,0.0
UFC on FOX: Johnson vs. Benavidez 2,2013-12-14,Darren Uyenoyama,Alptekin Ozkilic,Blue,Flyweight,Decision - Split,3,0,0.35106382978723405,0.3333333333333333,0.6554621848739496,0.4444444444444444,3.341584158415842,2.227722772277228,2.450495049504951,6.08910891089109,2,1,0.0,2.539999999999992,6.0,0.0
UFC on FOX: Johnson vs. Benavidez 2,2013-12-14,Bobby Green,Pat Healy,Red,Lightweight,Decision - Unanimous,2,2,0.20241347905282325,0.5,0.18135834043762433,0.10897435897435903,1.8181818181818181,1.8181818181818181,1.4861083482527677,-5.139977455075922,2,-2,-2.539999999999992,-5.079999999999984,-3.0,0.0
UFC on FOX: Johnson vs. Benavidez 2,2013-12-14,Scott Jorgensen,Zach Makovsky,Blue,Flyweight,Decision - Unanimous,6,0,0.39430284857571213,0.2916666666666667,0.6111111111111112,0.6153846153846154,0.5674653215636822,3.9722572509457756,9.949558638083229,12.181588902900378,3,3,5.079999999999984,2.539999999999992,1.0,4.529999999999994
UFC on FOX: Johnson vs. Benavidez 2,2013-12-14,Sam Stout,Cody McKenzie,Red,Lightweight,Decision - Unanimous,16,6,-0.050404124860646604,-0.0173697270471464,-0.0674667440935145,0.3897058823529411,-6.9001409057674525,-4.520198914396115,8.766674575466903,7.647760760406933,5,5,-5.079999999999984,-7.6200000000000045,3.0,0.0
UFC on FOX: Johnson vs. Benavidez 2,2013-12-14,Abel Trujillo,Roger Bowling,Red,Lightweight,KO/TKO,2,1,0.2923558897243108,0.0,-0.006211180124223614,-0.6216216216216216,3.3582089552238803,-1.874349184311003,-1.8066643526553285,-5.48767788962166,1,0,5.0800000000000125,-2.539999999999992,-1.0,0.0
